ID,Title,Content,"Attachment URL","Attachment Filename","Attachment Path","Attachment ID","Attachment Title","Attachment Caption","Attachment Description","Attachment Alt Text"
2490,"Cyber Essentials Certification","As a licensed Certification Body, we can help you implement and achieve the <strong>Cyber Essentials and Cyber Essentials PLUS certifications</strong>. ‍
<h2><strong>What is Cyber Essentials?</strong></h2>
<a href=""https://www.ncsc.gov.uk/"">The National Cyber Security Centre (NCSC)</a> administers Cyber Essentials - an affordable certification scheme that helps you defend your organisation against the most common cyber-attacks and threats.

Certification and Cyber Essentials compliance could qualify your organisation for Government contracts as well as prevent your organisation from being vulnerable to the most basic of attacks, which may lead to more in-depth and specific attacks.
<h2>Types of Cyber Essentials Certificates</h2>
<strong>There are two types of cyber certifications to be achieved:</strong>

<strong>1. Cyber Essentials </strong>is a foundation level certification. This provides assurances that your organisation has controls in place to prevent exposure to 80% of common cyber threats.

<strong>2. Cyber Essentials Plus </strong>is an advanced certification. A certified assessor will conduct a rigorous examination of your controls to verify that your business is protected.
<h3>‍<strong>Is this certification right for you?</strong></h3>
<strong>A Cyber Essentials Certificate </strong>is strongly recommended for your business if:
<ul>
 	<li>An IT infrastructure is part of your business's operation</li>
 	<li>Using a computerised or online system, your business collects, stores, and uses customer or employee information</li>
 	<li>You generally want to improve the security protection of your business</li>
</ul>
Once achieved, we recommend renewing your certification annually. By doing so, you can maintain your certified status and make sure your <a href=""https://www.techvertu.co.uk/blog/what-is-cybersecurity"">cyber security</a> controls are continually reviewed and developed.
<h2>‍<strong>Why choose us for getting Cyber Essentials Certification?</strong></h2>
<a href=""https://www.techvertu.co.uk/"">TechVertu</a> is an accredited Certification Body with the ability to perform both Cyber Essentials and Cyber Essentials Plus assessments on your organisation.

As a trusted partner for our customers, we offer guidance and support during the whole certification process. To maximise your chances of passing on the first try, we want to ensure you are fully prepared before we conduct your assessment!

Feel free to contact one of our cyber security experts today. Call 020 3821 1119 or send an email to info@techvertu.co.uk",,,,,,,,
2492,"FreebieFriday - Twitter Giveaway","This week, our Freebie Friday is slightly different as all the action is happening on Twitter!

We’re giving away a fantastic <strong>£15 App Store &amp; iTunes </strong>gift voucher to a lucky winner! All you have to do is to follow our <a href=""https://twitter.com/TechVertu"">TechVertu twitter page</a> and share the original competition post (you can also tag a friend for good luck ?)
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/twitter-giveaway-1.jpeg"" /></div></figure>
This FreebieFriday Giveaway is open until 23.59 pm on Monday, 11<sup>th</sup>February 2019. The lucky winner will be selected at random amongst all entries and announced on Tuesday 12<sup>th</sup>February.

Good luck!

Full Terms &amp; Conditions <a href=""https://epr.ms/2ROcSbA"">https://epr.ms/2ROcSbA</a>",,,,,,,,
2496,"Ways of Getting Support at TechVertu","There are many great ways to get help from the <a href=""https://www.techvertu.co.uk/it-support"">IT Support</a> team at TechVertu. You can:
<ul>
 	<li>Use the TechVertu application on your desktop</li>
 	<li>Use our <a href=""https://www.techvertu.co.uk/contact-us"">contact form</a></li>
 	<li>Send an email to  <a href=""mailto:support@techvertu.co.uk"">support@techvertu.co.uk</a></li>
 	<li>Call us on 020 3821 1119</li>
</ul>
<h2><strong><em>Using the TechVertu application</em></strong></h2>
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/techvertu-application-message-box.png"" /></div></figure>
When you click on the TechVertu application, this window pops up. This is the best way to get our assistance, as you can use the simple tool to put in your contact information. You can include up to three screenshots to show us what is happening. Above all, this comes through to our system very quickly and we can even see the current status of the computer it was sent from!
<h2><strong><em>Emailing </em></strong> <a href=""mailto:support@techvertu.co.uk""><strong><em>support@techvertu.co.uk</em></strong></a></h2>
Sending us emails is another great way to get our assistance. This method takes your email and processes it into a ticket. Once processed, you will receive an email notification, letting you know that we have seen your request.
<h2><strong><em>Calling 0203 821 1119</em></strong></h2>
If you haven’t got access to the internet or your emails, or your request is urgent, you can call our main office number. Depending on which service you require, you will need to press one of the following numbers on your keypad:
<ul>
 	<li>Press 1 for support</li>
 	<li>Press 2 for sales</li>
 	<li>Press 3 for billing</li>
 	<li>Press 9 for other</li>
</ul>
Also remember to always use the ticket reference number in your email’s subject, when responding to any of our emails. Example: T20200212.0001
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/techvertu-application.png"" /></div></figure>
<strong>We hope this guide will help you get the best level of support we can provide. </strong>",,,,,,,,
2501,"How IT Support Can Save Your Team Time","Many business leaders or owners ignore the IT aspect of their business until it’s too late and mistakes are made. Especially smaller or start-up companies may think they’re too small to need IT support. In reality, however, it is utterly false, and companies of all sizes can reap the benefits of outsourced IT support, regardless of their size. In this article we explore how investing in reliable IT support can help your organisation save valuable time.
<h2><strong>Saves wasted time spent on training</strong></h2>
In smaller businesses where employees must wear many hats, outsourcing your IT support can save your staff from spending too much time on training. Due to the constant emergence of new technology, the IT field requires a solid training-based focus to master and use these updated features effectively.

Read more: <a href=""https://www.techvertu.co.uk/blog/10-factors-to-consider-when-outsourcing-it-support-services"">Factors to consider when outsourcing IT support services</a>

Learning how to use the latest technology can also waste valuable business time and money if you’re outsourcing this training. As a result, having IT support providers can help minimise this expenditure, as well as the time wasted implementing and learning it since most providers will already know standard systems and can integrate new features with your existing system.

At <a href=""https://www.techvertu.co.uk"">TechVertu</a>, we know how important it is for companies to save time on aspects such as training, which is why our customised IT services are ideal for freeing up more time so companies can put it back into other parts of their business.
<h2><strong>Instant expert advice</strong></h2>
For businesses that outsource IT support, one of the most significant time-saving advantages is the ability to contact their support provider at any time, anywhere for support in the event of a technical malfunction.

Having IT support will help you save time employing a professional to rectify the issue and reduce the time it takes to resolve the problems. You can rely on your outsourced provider to get the job done as soon as an issue is identified, ultimately saving your company time, and avoiding downtime.
<h2><strong>IT support puts more time back into your business</strong></h2>
Having to deal with technical issues can be a nightmare, especially when you have a business to run and other pressing matters to take care of. With outsourced IT support, all this stress and worry can be transferred to a qualified IT professional experienced in handling such problems, so you don’t waste valuable business time trying to resolve the issue yourself.

Enlisting IT support services, like the ones we offer here at TechVertu, enables you to put then the time you could have wasted back into your business by allocating it to areas of the company that need it!

<strong>Contact us today by calling 020 3821 1119 or emailing <a href=""mailto:info@techvertu.co.uk"">info@techvertu.co.uk</a> to see how our</strong> <a href=""https://www.techvertu.co.uk/it-support""><strong>IT support company</strong></a> <strong>could help save you and your workforce time.</strong>",,,,,,,,
2503,"How to Get a QR Code for Your LinkedIn Profile","<p>Even though <a href=""https://www.linkedin.com"">LinkedIn</a> introduced this new functionality last year, many users are still unaware of LinkedIn&rsquo;s QR code feature. It&rsquo;s super handy and super trendy &ndash; what&rsquo;s not to like?</p><p>Get the QR code for your LinkedIn profile in seconds by following these easy steps. (Note: if you don&rsquo;t have it yet, you will need to download and install the LinkedIn app on your phone)</p><ul><li>Open the LinkedIn app and click on the icon located on the right-hand side of the search bar</li></ul><figure><div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/linkedin-right-hand-side-icon.png""></div></figure><ul><li>Select option &ldquo;My code&rdquo; (note: you may need to grant access to your camera first)</li></ul><figure><div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/linkedin-view-your-qr-code.png""></div></figure><ul><li>You can share your QR code straight away or save it to your phone to share it later. You also have the option to share/save it with or without your profile picture. If you save it to your phone, you have a digital business card always ready to be handed out</li></ul><figure><div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/linkedin-share-and-save-qr-code.png""></div></figure><ul><li>If you need to scan someone else&rsquo;s QR code, switch to the &ldquo;Scan&rdquo; tab</li></ul><figure><div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/linkedin-switch-scan.png""></div></figure><p>These LinkedIn QR codes can be easily shared and are extremely useful, especially when attending conferences and networking events. They can also be added to websites, business cards and CVs.</p>",,,,,,,,
2510,"How to Properly Wipe a Hard Drive","We make sure your data is lost forever!

If you want your data recovery to be impossible, the only way which guarantees absolute results would be that your hard drive to be physically destroyed.

We offer a range of tools that will make sure the data is gone forever by using a tandem roller, a breaker or an excavator.

Browsing History. Gone!

Personal documents. Gone!

As part of our service we also offer you a video as a souvenir of your hard drive being destroyed!

We are an <a href=""https://www.techvertu.co.uk/"">IT Company</a> based in London. We have a vast range of experience relating to IT and Networking, that we have decided to share with everyone to help out and share tips.",,,,,,,,
2512,"Identifying Spam Emails","<!-- wp:paragraph -->
<p>One of the most common ways personal data gets leaked, or viruses get onto a computer, is through spam emails. In these emails, opening files sent as attachments or clicking on hyperlinks to unknown websites should be avoided at all costs, otherwise malware could do serious damage to not just your computer, but all your business’ network.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Another common type of deceptive email is called Spoofing. This means that someone can pose as one of your colleagues; you will see that the name on the email is the same, but if you look closer at the originating email address, you might find it is merely made to look very similar, with really minor changes.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>It is best to always question emails coming in requesting bank transfers to cover business costs, even if it comes from someone you believe to be legitimate.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Hacked email accounts can be very dangerous. If an outside source gains access to a colleague’s account and sends something you deem to be suspicious, it is best you try to contact this person through some other means, as opposed to email. If the email has been infiltrated it could send links to even more people, compromising everyone.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>If you believe you have received a spam email, the first thing to do is to check who is sending you the email; don’t open anything you are suspicious of. If it is Spam and you are still unsure, contact your IT support team to let them know.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>They can block the sender or isolate any hacked accounts, as well as perform virus scans on your system to ensure it is clean of malware.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>We have a team of IT experts always available to help you and your teams deal with annoying and time-consuming IT issues. To find out more about our services and how we can help your business to become more productive, <a href=""/contact-us"">contact us</a> for a friendly chat.</p>
<!-- /wp:paragraph -->",,,,,,,,
2514,"IT Support for Businesses – Take Control of Your Passwords","With over 95% of cybersecurity breaches being put down to human error, it is imperative that every business has a secure password policy to manage logins and passwords. TechVertu’s IT support and password management service gives you complete peace of mind - take control of your passwords with a vault that can set complex and discrete passwords and a team of IT experts to support you all the way!
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/it-support-for-business-take-control-of-your-passwords.png"" /></div></figure>
Passwords are typically the first line of defence guarding critical data. Research has found that the average user has over a dozen different passwords to remember at any given time. To cope, often weak and repeated passwords are used - compromising a business’s security and frequently resulting in exploitation from attackers. Password managers offer a secure way of coping with password overload, ensuring passwords are strong and secure, eminently reducing the risk of cybercrime.
<h2><strong>How can TechVert help you?</strong></h2>
TechVertu can help your company to protect your most valuable asset – information. Our team of IT experts will make sure that your data and systems are safe. We can help you create and implement your complete IT security policy – with our password management service as part of your <a href=""https://www.techvertu.co.uk/it-support"">IT support package</a>.

If you would like to find out more, do not hesitate to <a href=""https://www.techvertu.co.uk/contact-us""><strong>get in touch.</strong></a>",,,,,,,,
2518,"IT Support Vs Data Analyst: What's the Difference?","The rapid rate of innovation has increased the pace of technological change, providing numerous opportunities for those with the required abilities. <a href=""https://www.techvertu.co.uk/it-support"">IT support</a> and <a href=""https://en.wikipedia.org/wiki/Data_analysis"">data analysis</a> are two roles that typically involve using computing technology; however, their focus and job responsibilities differ.

Keep reading to learn more about the IT support vs. data analyst job roles.

Both IT support and data analyst jobs are vital to improving the functions of organisations, but they have distinct descriptions. In this post, we compare and contrast IT support vs. data analyst, providing comprehensive information for those interested in pursuing a career as a data analyst or an IT support specialist.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/data-analyst-woman.webp"" /></div></figure>
<h2>IT support vs. data analyst job responsibilities</h2>
IT support is a catchall word that refers to a wide variety of endeavours that must be carried out effectively to ensure the optimal operation of an information technology system. This involves installing hardware and software, diagnosing and fixing problems, configuring networks, and assisting and directing users with technical questions and concerns.

On the other hand, gathering, evaluating, and comprehending information for the benefit of companies and organisations fall within the purview of data analysts. This involves building, testing, and deploying data models, developing algorithms to analyse data, providing reports and visualisations, and constructing a data pipeline.

The two positions often collaborate on finding solutions when dealing with complex business issues. IT support specialists offer the technical knowledge and assistance required to deploy data analysis solutions. In contrast, data analysts use their capabilities to analyse data and design strategies that assist companies and organisations in making educated choices.
<h2>IT support vs. data analyst job qualifications</h2>
While applicants with a bachelor's degree are preferred by specific organisations, IT support technicians are typically required to have at least an associate degree in computer science or a discipline closely linked to it. In most cases, a bachelor's degree is required of data analysts as well; however, the specifics of their study area might differ.

Many data analysts have academic backgrounds in mathematics, statistics, or computer science. Nonetheless, some data analysts may hold degrees in other fields, mainly if most of their educational background consisted of courses focused on data, such as those in economics or psychology.
<h2>IT support vs. data analyst working conditions</h2>
Professionals assisting with information technology and analysing data often work in offices. Yet, the atmosphere in which people operate is determined by the requirements of their employers.

For instance, a vast corporation's information technology department might work together to find innovative solutions for any issues and challenges. On the other hand, a small firm could have one or two IT team members responsible for handling difficulties for the whole organisation.

<strong>IT support specialists </strong>often work during standard business hours; however, certain businesses demand them to be accessible around the clock, seven days a week.

This is because many IT-related problems arise outside of standard business hours. Data analysts work throughout regular business hours most of the time; nevertheless, some companies anticipate them to put in extra hours if it is required to do so.

These positions demand a high level of education and relevant professional experience. Moreover, candidates for both positions should have a solid grasp of computer systems and networks and the ability to adapt to emerging technology swiftly.

Read more: <a href=""https://www.techvertu.co.uk/blog/types-of-it-support-services""><strong>Five Types of IT Support Services for Every Business</strong></a>
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/it-support-man.webp"" /></div></figure>
<h2>IT support vs. data analyst capabilities</h2>
Support for Information Technology (IT) and Data Analysis are two of the most crucial and in-demand professions in today's work environment. Each role needs different skills, but they also have specific characteristics in common.

Knowledge of computers and other forms of technology is necessary if one aspires to work in information technology support. IT Support specialists need to be able to diagnose and fix problems with both hardware and software problems and network and security issues.

Moreover, they should be able to install and configure systems and have a solid grasp of the architecture of computer systems. Certifications and practical experience gained on the job will be used to develop one's technical talents even further.

In addition to having technical expertise, people who work in IT Support need to be able to interact effectively with clients and other team members and deliver clear and precise instructions. In addition, they should be capable of working individually and as part of a team and have good problem-solving and critical-thinking abilities.

Data analysts need a unique set of yet comparable talents. The ability to perform well in mathematics and an in-depth understanding of statistical concepts are essential qualifications for data analysts. Furthermore, they need to have a solid comprehension of data analysis and be competent in data mining and modification.

Last but not least, data analysts need to be able to effectively explain the obtained results to the other members of their team as well as to customers. They should also be capable of working individually and collaboratively and possess good problem-solving and analytical abilities. In addition, they should be able to work autonomously.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/computer-science-woman.webp"" /></div></figure>
<h2>IT support vs. data analyst income</h2>
The annual income for an IT support specialist is, on average, £32,500, whereas the yearly compensation for a data analyst is £42,500 in the United Kingdom. Both incomes are subject to change based on the kind of business you work for, your experience, and the region in which you live.
<h2>Conclusion</h2>
This post attempted to explain everything regarding IT Support vs. Data Analyst subject. Despite similarities, the primary emphasis and tasks of the IT support specialist and the data analyst are distinct.

The primary responsibilities of IT support specialists include providing technical support to users and diagnosing and fixing problems with software, hardware, and network infrastructure. On the other hand, data analysts must gather, organise, and analyse data to derive insights and guide business choices.",,,,,,,,
2524,"3 Key Elements for an Internal Communications Plan","Want to develop a simple but efficient internal communications plan for your company? So make sure you follow these 3 easy steps.
<h2>3 Key Elements for an Internal Communications Plan</h2>
<h3><strong>1. Objectives</strong></h3>
Clearly state your business goals. An internal communications plan is ultimately a way to achieve an organizational outcome in a quicker and more effective way. But without your team’s help, a business plan will never succeed.

So, don’t just state what the business goals are; make sure to explain to your employees what exactly is going to be achieved and, most importantly, what’s going to change when those objectives have been accomplished.

And don’t forget – objectives don’t always have to be “end of the road” type of results; they can and shall also include smaller but rewarding goals to be met along the way.
<h3><strong>2. Plan of action</strong></h3>
Now that you’ve explained to your team what you want to achieve as a company, make sure you clearly state how you plan to achieve it.

Never forget – without your team, your business will never accomplish anything so make sure you involve all employees on every step of the way. Explain what’s expected from them and also what’s in it for them.
<h3><strong>3. Channels of communication</strong></h3>
Create easy ways through which employees can give their contributions, share their opinions and help achieving the business goals. And make sure they understand when and how to use those channels. Facilitating the access to communications’ tools, which will help the organisation achieving its goals, is a key element to get higher levels of engagement from your employees.

If you still need help putting together a superstar internal communications plan, make sure you get in touch with our marketing &amp; communications team for a friendly chat.",,,,,,,,
2526,"LogMeIn - How to access your work computer from the web","In this blog we aim to provide guidance on how to use LogMeIn to access your work computer remotely.
<h2>How to use LogMeIn to access your work computer remotely</h2>
<figure>
<div></div></figure>
<h3><strong>Step 1)</strong></h3>
Open your web browser and go to <a href=""https://www.logmein.com/"">www.LogMeIn.com</a>
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/logmein-open.jpeg""/></div></figure>
<h3><strong>Step 2)</strong></h3>
At the top-right of the web page select “<strong>Log In</strong>”
<h3><strong>Step 3)</strong></h3>
Sign in with your email address and password. If you need to recover your password, can select “<strong>Forgot your password?</strong>”. This will sent a recovery email to your inbox which you can use to reset your password.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/password-and-forget-password-logmein.jpeg""/></div></figure>
<h3><strong>Step 4)</strong></h3>
From this main page you can see the computers you can access remotely. To connect to a device, you can select the name of the computer or click on the image of the screen next to it.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/access-to-your-computer-remotely-with-microsoft-logmein.jpeg""/></div></figure>
<h3><strong>Step 5)</strong></h3>
Once connected, under the drop-down “<strong>Log in to</strong>” make sure you have selected your company name, and not the name of the computer. Then type in your company Username and Password. Please ensure you are typing your full password and not your Pin.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/logmein-login-page.jpeg""/></div></figure>
<h3><strong>Step 6)</strong></h3>
You have now successfully connected to your device. It is important that once you have finished you “<strong>Sign out</strong>” from the remote computer. This will secure your device from being accessed with your login. If you choose to shut down your computer, please note that unless someone has access to the physical device, you will not be able to power it back on.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/sign-out-from-remote-computer-logmein.jpeg""/></div></figure>
If at any point you have issues and are unable to proceed, feel free to <a href=""https://www.techvertu.co.uk/contact-us"">contact us at TechVertu</a>",,,,,,,,
2534,"How to Set Up a Mobile Hotspot on Android: A Simple Guide","This simple guide will take you through how to set up a Mobile Hotspot on your Android phone.A Mobile Hotspot is when you share the internet connection from your phone to another device.There are two methods of accessing the Hotspot Settings, we will go through both here.
<h2><strong>Method A:</strong></h2>
<h3>Step 1:</h3>
<strong>Slide </strong>your finger down from the top of the screen to see the setting shortcuts.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/setting-shortcut-android.png""/></div></figure>
<h3>Step 2:</h3>
<strong>Slide </strong>your finger down again to see all the available shortcuts.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/all-available-shortcuts-android.png""/></div></figure>
<h3>Step 3:</h3>
<strong>Hold </strong>your finger down over Mobile Hotspot rather than tapping on it to configure the settings.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/find-mobile-hotspot-location-android.png""/></div>
<div></div></figure>
If this has worked for you, you can now skip ahead to <strong>Configuring Mobile Hotspot Settings</strong>.
<h2>Method B:</h2>
<h3>Step 1:</h3>
Search for and open the <strong>Settings App </strong>on your phone.

To do this, from the Home screen, <strong>Slide </strong>your finger upwards to see all of your apps.

Then select <strong>Settings</strong>.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/find-setting-app-on-android.png""/></div>
<div></div></figure>
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/setting-app-on-android-screenshot.png""/></div></figure>
<h3>Step 2:</h3>
From Settings, open <strong>Connections</strong>.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/connections-in-setting-android.png""/></div></figure>
<h3>Step 3:</h3>
Scroll down and open <strong>Mobile Hotspot and Tethering</strong>.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/open-mobile-hotspot-and-tethering-in-android-setting.png""/></div></figure>
<h3>Step 4:</h3>
From there, we want to press on the word <strong>Mobile Hotspot </strong>to configure the settings.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/mobile-hotspot-in-android-setting-screenshot.png""/></div></figure>
<h2>Configuring mobile hotspot settings:</h2>
<h3>Step 1:</h3>
Now we turn <strong>ON </strong>the <strong>Mobile Hotspot </strong>by moving the slider to the right.

You can see the name of your network and password, in this case <strong>Tether-Name </strong>and <strong>Password</strong>.

You can change the name of your network or password by pressing on them and entering something else.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/hotspot-name-and-password-and-turning-on-hotspot-in-android-setting.png""/></div></figure>
<h3>Step 2:</h3>
Now from your computer, you will be able to see your phone’s <strong>Mobile Hotspot Name </strong>in the list of networks you can join.

Once you select it enter the <strong>Password </strong>as shown on your phone and so long as your phone has a strong signal, you should have an internet connection on your computer.

If it has worked, you will see the computer listed under <strong>Connected Devices</strong>.

Read more: <a href=""https://www.techvertu.co.uk/blog/outlook-on-android""><strong>How to Install and Configure Outlook on Android Phone</strong></a>",,,,,,,,
2546,"Optimise Your Website for Voice Search","<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/voice-search-image.jpeg"" /></div></figure>
Smart devices such as Amazon’s Echo or Microsoft’s Cortana are becoming increasingly popular. So much that several studies and companies estimate that, by 2020, half of the overall searches will be conducted by voice.

With voice search, as the name suggests, users are able to make a query and do an online search by using only their voice. Who hasn’t yet asked a question to Siri or Alexa, right? Those type of smart devices use speech recognition to understand your question and find the best answer(s) for it.

So, how do you (still) get your company’s website to the first page of Google and make sure it’s found by potential customers when everything we’ve been learning about SEO and content optimisation seems to be changing so much? Well, you need to start optimising your content for voice search too. And the sooner you start, the better.

The growth and popularity of these smart devices and new voice-based technologies also means that the way people search for information is changing too. What someone types on Google for example, is different of what people ask Alexa. And websites need to be optimised for these new voice search techniques.
<h2>What are the main differences between traditional search and voice search?</h2>
<ol>
 	<li>People use longer sentences. Usually, when people do text-based searches, those are based in keywords or very short sentences. For example, when you’re looking for an IT company in London you will probably type “IT company London”. However, if you make a verbal query, you will most probably use a full sentence. You will say, for instance, “Do you know any IT company in London?”. Therefore, your website content needs to be optimised for longer key phrases.</li>
 	<li>The intent is more specific.Companies need to be clever and start creating content that answers specific and appropriate queries. When someone types “logo design”, for instance, it’s unclear if the person is just looking to find out more about logo design as a subject or if it’s actually looking for a company or person who can provide that type of service. With voice search though, the intent is much clearer: “what’s the best company to do logo design?”, the person will possibly ask.Optimising your content to answer the queries which are more pertinent to your business’ purposes is extremely important.</li>
 	<li>Voice searches have a bigger local impact.Statistics show that voice searches are more likely to be used for local searches. Therefore, optimising all aspects related to your business location is also crucial for your SEO strategy.</li>
</ol>",,,,,,,,
2550,"Install and Configure the Outlook App on an Android Phone","In this guide, we go through the steps of how to install and configure the <a href=""https://play.google.com/store/apps/details?id=com.microsoft.office.outlook&amp;hl=en_GB&amp;gl=US"">Outlook app on an Android phone</a>, including how to move it to the home page and sync contacts.

Using Microsoft’s own application for emails often works better than the generic mail app that comes with the phone. It is also very useful to be able to sync businesses’ contacts straight to your phone when they have been synced through Office 365.
<h2>How to Install Outlook app on an Android phone</h2>
<h3>‍<strong>Step 1</strong></h3>
If Outlook is not installed, open the Play Store. If it is not on the home page, slide a finger up from the bottom to open Apps.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/open-play-store-to-install-outlook-app-on-android.png"" /></div></figure>
<h3><strong>Step 2</strong></h3>
From inside the Play Store tap on the <strong>search icon</strong>(the magnifying glass symbol), type in <strong>Outlook </strong>and hit <strong>Go </strong>to search for the app.
<figure><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/search-icon-in-appstore.png"" /></figure>
<h3><strong>Step 3</strong></h3>
Select<strong> Microsoft Outlook </strong>from the <strong>Microsoft Corporation</strong>, this will open the app’s page. From here select <strong>Install</strong>

.Once finished it will change from Install to <strong>Open</strong>.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/microsoft-outlook-app-in-play-store.png"" /></div></figure>
<h3><strong>Step 4</strong></h3>
Pressing the <strong>Home button </strong>will take the phone back to the main screen. From here open up all Apps again and look for <strong>Outlook</strong>.<strong>Holding a finger over the app and sliding upwards slowly </strong>drags it from the Apps page to the main screen.

This is a helpful method of moving apps around makes searching for them easier.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/drag-outlook-app-into-main-screen-android.png"" /></div></figure>
<h3><strong>Step 5</strong></h3>
Open the Outlook app and select <strong>GET STARTED</strong>.

Enter the <strong>email address </strong>and <strong>password</strong>.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/enter-email-address-and-password-in-outlook-app.png"" /></div></figure>
<h3><strong>Step 6</strong></h3>
Having successfully added the account, select <strong>SKIP </strong>unless there is a need to add another account.

<strong>SKIP </strong>again passed the tutorial to access the Inbox.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/add-your-account-in-outlook-android-app.png"" /></div>
<div></div></figure>
<h3><strong>Step 7</strong></h3>
Now that Outlook has been set up to receive emails, we will go through the steps of how Sync contacts from Office 365.

From the Inbox, select the <strong>three lines </strong>on the top left and then the <strong>settings cog </strong>on the bottom left.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/sync-contacts-from-office-365-in-outlook-android-app.png"" /></div></figure>
<h3><strong>Step 8</strong></h3>
Select the <strong>Office 365 account </strong>and then move the slider next to <strong>Sync contacts to the right</strong>.

In the phone’s contacts will be displayed all of the synced contacts from Office 365.
<figure>
<div><img src=""https://dev.techvertu.co.uk/wp-content/uploads/2023/12/sync-contacts-in-outlook-android.png"" /></div></figure>
Read more: <a href=""https://www.techvertu.co.uk/blog/mobile-hotspot""><strong>How to Set Up a Mobile Hotspot on Android: A Simple Guide</strong></a>",,,,,,,,
